10090:17,302,654,76,616,58,1730,10039,5097,18425
7:650,3,205,3006,8995,45309,32825,14767,40318,109311
2947:262,3969,51993,10829,51818,46125,66993,96187,74456,108641
8206:17,302,1987,782,112714,77753,29638,29658,30705,112346
23637:650,3,1220,9210,5702,9505,15487,9885,11293,17934
52833:17,302,654,76,616,58,8,866,84,29
8245:17,302,654,76,616,58,8,866,84,29
50871:262,16956,27420,505,721,70796,76060,42978,113234,95880
6083:86,1231,220,3929,9210,845,10300,13874,115232,13899
25779:17,302,654,76,616,58,8,866,84,29
16929:17,302,654,76,616,58,8,866,84,29
16926:17,302,654,76,616,58,8,97087,47679,20002
23631:533,311,2215,9435,26181,47612,59850,12432,90042,16015
25778:17,302,654,76,616,58,8,866,84,29
6895:1069,5363,3190,11671,1649,33748,4346,52805,39167,117842
36216:17,302,654,76,616,58,8,866,58466,65964
22501:650,1276,3,4542,1131,6862,9722,15487,29508,27336
10088:22059,40142,14505,31760,32273,33620,74730,97712,36883,50278
20456:3,4181,535,12776,30788,80125,4046,90199,21143,112765
6894:17,302,654,76,616,58,25149,6922,112582,5152
33561:3506,16465,4842,14419,5574,22018,18201,103264,32458,108387
6889:62,273,7048,1806,12612,9885,16124,41982,4910,59953
10084:17,301,3183,52200,91352,39277,86479,105164,52056,3068
27381:17,302,6491,39662,69953,22511,45675,74565,33432,8465
25771:3234,1476,205,1693,1444,2944,1155,15863,79681,65215
2977:1476,1220,1131,348,7869,10600,3929,2655,9722,110706
1841:168,5767,1230,3211,13194,34775,9491,2012,4973,34867
10086:162,901,1086,1065,3824,39710,57672,107435,76884,51450
1842:17,302,8,650,289,101,1030,1772,7407,5169
6886:205,1220,962,86,2734,5812,12886,4682,73609,9104
2970:616,1412,696,17717,7241,48851,46421,2503,77977,39267
1840:1804,4181,535,375,3613,7468,538,15382,52738,54757
10082:17,302,654,76,616,38682,1816,4982,113192,73108
36210:17,302,654,76,616,58,8,866,84,29
27384:650,901,1086,375,3003,1503,8516,65562,40228,119711
514:311,924,2833,9657,5693,1176,23532,65260,73717,101312
6073:17,302,301,361,899,394,710,1476,6159,77456
14697:82402,25740,44968,103730,33620,57284,58468,62544,29421,89819
20463:1476,1937,10752,31920,16372,43943,73127,37693,113588,54332
36225:17,302,654,76,616,58,8,866,84,29
6076:162,568,45,2618,1937,2500,6996,9853,17422,49467
16918:7048,6444,2245,19434,12670,25103,99978,101968,70392,111882
6078:17,302,654,76,616,1495,17185,52460,44975,43021
10078:17,302,654,76,616,58,8,866,84,29
20466:15,510,5189,14547,77206,1490,45406,16665,100743,85584
20465:354,500,225,3360,5218,8970,6052,27817,24061,117160
6898:650,2223,3214,3613,5812,6026,18639,23326,38940,27416
2965:650,698,1804,348,2469,14885,23591,30160,106585,86872
10073:650,205,1220,2655,6862,8995,14431,35430,96074,1321
2963:205,7869,3929,6862,6678,7849,49006,40465,5858,34508
5335:1069,205,4542,3929,18062,13296,10575,43169,81226,123184
36221:17,302,654,76,616,58,8,866,84,29
2960:650,1276,4542,86,9210,44753,2780,76586,62048,56668
14695:650,3,205,1231,220,2655,2499,6862,7849,12886
8229:650,3,86,3613,14546,50801,31908,191,10154,39307
525:205,1220,244,2734,7546,7457,3989,7849,17769,22335
2967:205,1220,4542,3214,5176,601,15487,12886,44128,66635
23699:650,1069,1476,348,7956,2073,924,6859,9828,115263
19102:205,1220,4542,86,3929,18613,12886,32825,84281,71103
39623:17,302,654,76,616,58,8,866,84,29
50852:17,302,654,76,616,58,8,866,84,29
7590:650,3,86,7869,3190,50,17769,17502,78653,122534
10956:205,533,9210,9657,601,3188,14031,90199,119691,101406
10955:17,302,654,76,616,58,8,866,84,29
52007:17,302,654,76,616,58,8,866,84,29
29549:1069,1205,5363,9657,14841,22159,32089,49564,97739,41506
29548:591,3231,5662,45649,28956,85640,280,34178,20803,81237
14640:17,302,654,76,616,58,8,866,84,29
26197:45,1804,4697,535,11,375,6943,5176,2499,10673
3234:62,3101,1764,2369,1957,17862,19164,26350,70698,18306
5325:8611,59582,89362,62270,16073,20618,40273,105630,100151,43037
3237:17,302,654,76,616,58,23967,28605,69730,88750
23692:1069,4721,11326,24498,18057,41233,18020,108678,23670,21539
33582:17,302,654,76,616,58,8,53577,2898,94978
3239:205,1220,4542,4825,3929,244,13296,28920,91978,112634
3238:17,302,654,76,616,58,8,866,84,29
5329:535,10600,5176,2655,7889,62962,18156,63845,77068,78370
47248:17,302,654,76,23911,66812,19350,86058,99983,86808
7586:238,901,1326,2068,14955,19712,25647,51818,62389,75516
14639:17,302,654,76,616,58,8,866,84,29
47247:17,302,654,76,616,58,8,866,84,29
23686:8,101,7407,4210,2500,11154,21841,1426,42050,104233
2990:5538,21163,16361,5124,95185,10270,58733,110208,100028,48622
50864:17,302,654,76,616,58,8,866,84,29
582:650,205,244,1318,2665,24054,33805,31707,82800,23671
5323:650,1276,535,1231,4374,12632,3067,22906,82394,59163
20409:17,302,654,76,616,58,8,866,84,29
29558:17,302,654,76,616,58,8,866,84,29
29557:650,1220,2223,244,2655,9210,5702,11326,35430,11766
10968:1276,1131,86,1231,7869,2223,3006,917,15487,12886
2989:698,199,5287,2677,4425,11612,4427,26985,12165,82008
2112:650,1069,1460,86,533,9657,15487,3136,106493,75437
585:84,289,535,7869,6491,373,3377,20642,22182,4452
2981:1220,4181,2073,10600,6379,7146,1541,15517,11722,2845
3246:1065,311,4357,9435,5319,6264,115465,99835,102375,9625
2115:17,302,654,76,616,58,8,5183,22397,88329
2116:650,3,1231,3006,2499,9722,91342,120885,72615,83965
33590:698,2369,8665,17024,17665,6974,53237,77080,52667,44395
10050:2275,1326,8384,2833,14955,7281,1356,6905,35424,23546
10051:17,302,654,409,20351,7171,31850,11655,15368,51452
3263:4181,535,375,2068,1318,8700,14546,15517,33832,109595
7572:262,535,3214,3211,9657,10020,23569,9375,19458,114011
3264:17,302,654,76,616,58,8,866,84,3053
50835:4542,86,3929,9210,7849,43310,15487,8700,22518,50801
23678:4542,3929,4357,28362,21171,26749,22518,14615,28294,115560
29525:17,302,654,76,616,58,8,866,84,29
29524:1804,375,21171,17934,16604,32825,11640,64350,80071,84746
8200:262,162,901,4181,4662,1483,30788,4046,13507,21143
8900:205,1693,1220,244,5176,3006,18613,5710,24670,109311
40368:17,302,654,76,616,58,8,866,84,29
1803:205,1220,4542,86,5176,15487,12886,57911,64350,102763
8906:650,86,1231,220,2223,3214,3613,6026,79409,4789
5309:84,103,1276,12750,998,10511,56056,10384,3570,89092
26178:1276,205,4542,7869,5176,2655,6862,15487,26421,12886
10040:1326,760,2028,1760,4696,25253,36726,27784,41848,37652
5307:17,302,654,76,616,58,8,866,84,29
5306:17,302,654,76,616,58,8,866,84,29
26174:17,302,654,76,616,58,8,866,84,29
26173:1764,1086,3939,13386,39539,14151,17665,13315,39492,77738
2123:17,302,654,76,616,58,1119,2162,6450,4420
23670:17,302,654,76,616,58,8,866,84,29
3258:205,1693,1220,1460,4542,1021,18062,9657,3188,91157
7563:205,4542,244,12776,917,8700,51317,26883,86963,123184
2141:238,591,4919,73,2172,1231,543,10040,18187,1993
3277:17,302,76,2139,901,1913,1302,684,1149,37648
39617:17,302,654,76,616,58,8,866,84,29
5300:3952,18280,64104,28525,66760,102055,36039,45368,48277,44923
50846:17,302,654,76,616,58,8,866,84,29
20420:17,302,654,76,616,58,8,866,84,29
8920:650,1276,4542,10600,10244,14059,14431,41515,53671,48825
14652:86,1231,220,3929,3006,3613,15487,10300,1976,115232
8912:1069,205,140,3929,7849,14841,44909,48361,21275,70799
8913:238,901,840,924,5111,34251,58853,55663,89813,52827
26181:205,1220,86,4825,3006,3613,9722,114009,112551,49691
8916:17,302,654,790,418,17846,16619,57740,55359,52967
8915:650,1276,3,1205,3214,7546,28362,22518,66116,83088
10030:1476,1693,4697,3632,13378,13246,27886,92686,104660,55754
7558:1764,86,229,3632,5145,7409,14451,8527,27886,20350
2135:205,962,1205,1231,7869,220,244,10511,11326,28859
564:205,1220,3214,5176,13296,3188,7346,25003,51936,83715
47294:17,302,654,76,616,58,8,14866,260,39435
2147:6059,32352,27447,3466,63670,53597,57987,24809,94110,6119
39662:17,302,654,76,616,58,8,866,78092,50336
6018:3,812,98,26421,61631,36585,21695,71228,23846,25369
11150:15403,4547,16465,9497,8319,15506,64754,76253,64050,111495
18416:1326,11146,2316,3619,7281,53371,103488,54017,83608,64099
18417:205,1220,3929,3214,3006,3613,7849,4721,4678,104979
8924:226,508,1790,5545,1007,9239,13178,109362,113079,106377
21968:2181,8983,11508,20642,17552,53145,8244,67250,94359,8618
9753:1276,205,1220,4542,6700,32825,55516,20566,84281,98766
8931:45,1832,1937,3223,6546,2662,10673,45309,32433,109451
9755:84,3234,66,2223,2765,1384,8100,11333,52074,83935
43721:17,302,654,76,616,58,8,866,84,29
30694:17,302,654,76,616,9127,5671,10348,17271,8345
43012:568,273,1239,2618,2073,6063,9722,6957,21678,52937
21967:17,302,654,76,616,58,8,866,84,29
9752:17,302,654,76,616,58,8,866,84,29
32902:17,302,654,76,616,58,8,866,84,29
21960:17,302,654,76,616,58,8,866,84,29
35757:205,4542,7869,601,15200,4466,15424,31908,50517,77483
30698:17,302,654,76,616,58,8,866,84,29
18411:1220,4542,11,220,2223,19458,63311,73975,31708,55530
32010:238,66,2073,244,6063,1806,7166,13436,5645,12889
43729:17,302,654,76,616,58,8,866,84,29
19144:650,1693,7869,244,1021,15200,11307,42977,28920,22313
6027:359,2088,22980,13294,8118,11209,7411,27293,5851,5722
6020:1069,10048,14890,538,5053,18975,33595,24885,1992,78440
2154:650,1276,9657,6678,3232,17112,16867,56926,53430,97920
19148:1069,924,16965,38522,118377,113932,110811,94297,41540,26388
22592:66,3112,7146,2480,30303,18187,9211,21719,8762,48638
1894:1693,962,140,43310,28362,26749,22518,14615,28294,92417
41464:168,1326,3599,1966,2110,3309,19616,2192,45222,121894
41465:17,302,654,76,616,58,8,866,84,29
1893:3,205,1205,2223,3929,5176,17934,29981,19162,85369
41462:17,302,654,76,616,58,8,866,84,29
8936:17,302,654,76,616,58,8,866,17156,54180
8935:1099,1412,18772,45182,15340,24086,45954,30141,57886,87759
9745:205,4542,18062,7346,38915,25003,51936,83715,96673,82839
21979:238,3223,348,2366,152,3232,3477,3306,6612,22490
9742:650,1276,4542,1131,3619,21171,56243,56926,105003,94216
2162:168,984,661,60979,6256,40610,92744,54384,9395,20939
19156:17,302,654,76,616,8178,90695,83408,55084,87246
6013:2733,4542,7048,7409,6548,1243,19495,11522,77635,71014
35746:17,302,654,76,616,58,8,866,84,29
2160:3,1832,375,3563,21171,16604,32825,7760,80071,51632
8290:84,262,568,901,1276,229,3159,7881,99662,57571
11149:1276,86,7869,220,3006,6862,26421,37240,31908,40249
25085:650,205,1220,4542,1205,220,1176,17424,14431,32170
22580:650,119,1326,342,22096,74525,75000,91810,60565,120803
25084:45,1804,205,1231,7869,244,14003,6548,21503,20205
22581:650,1276,1220,86,220,244,43310,17769,10154,48443
19129:17,302,654,76,616,58,8,866,84,29
32919:650,3,1693,244,9210,1021,15200,11307,42030,22313
32917:4174,4372,7806,11145,1166,25811,15148,92818,75308,54036
32921:385,805,11281,11841,42061,337,1754,77581,62840,39936
30670:1276,86,7869,220,3006,6862,26421,37240,31908,40249
22583:17,302,654,76,616,58,8,866,84,29
35730:17,302,654,76,616,58,8,67294,65972,118117
22586:650,4542,86,7869,14431,3576,15714,29981,27350,58548
19852:17,302,654,76,616,58,8,866,84,29
3220:17,17,302,654,76,616,58,58,8,1550
2177:262,4372,4825,8973,6970,27251,29391,56447,102462,90086
6001:1069,244,5363,9319,27291,76481,12797,47873,60731,82954
2170:1276,205,4542,220,3190,3656,4466,10300,25777,45001
6002:2162,1764,6450,2640,6945,12174,4649,46949,51124,56338
11132:1205,1435,2880,3107,4825,2028,7831,4966,3755,20411
11135:205,1693,4542,86,3929,917,9329,119242,22335,109311
32032:650,205,1220,244,5176,5702,41389,57374,79186,50775
11134:2121,7869,5176,2499,10511,11677,22096,10057,8354,24089
18404:650,1276,205,4542,86,140,4825,3613,85970,7496
18405:441,3509,371,2520,350,30778,19945,109898,74082,41449
3229:17,302,654,76,616,58,8,866,84,29
39652:17,302,654,76,616,58,8,866,84,29
19847:17,302,654,76,616,58,8,866,58766,101173
52092:17,302,654,76,616,58,8,866,84,29
9757:20224,44199,12129,9553,45781,57340,110073,29204,66919,45133
8958:899,1119,947,48,4268,1065,22340,16928,10552,32055
19130:205,1220,1205,140,1231,288,3929,614,7966,37240
13568:905,3003,2593,7011,24772,4583,4189,50480,25127,93350
48837:17,302,654,76,616,58,8,866,30660,102102
13564:1276,1086,2950,18359,5977,8194,5498,17272,101460,22907
22575:17,302,654,76,616,58,8,866,84,29
2187:17,302,654,76,616,58,8,866,24747,2033
22574:931,908,539,99574,64055,63483,44332,123331,82725,33409
2185:205,1021,18613,28122,10575,41233,9569,54405,43533,19078
22579:840,1435,2028,5363,6395,3309,928,14174,83175,30429
32043:205,1220,4542,4825,3929,244,13296,28920,91978,112634
21996:17,302,654,76,616,58,8,866,84,29
2184:13863,16996,78786,16239,14965,35329,20821,93888,3533,12409
21993:8069,157,8772,4257,10541,26003,25470,11321,32654,108213
2914:205,1693,4542,86,5176,3006,18062,43310,15487,72779
28496:17,302,654,76,616,58,8,866,84,29
2912:2028,10316,44051,23442,36553,75196,64970,91444,85079,97905
13590:17,302,654,76,616,58,8,866,84,29
28493:986,1451,2967,4967,201,6733,7019,11969,16967,52815
11193:17,302,654,76,225,12090,15207,49767,65648,91690
1862:1276,9210,12632,7849,8012,11293,26421,19830,55363,38475
28492:650,262,1276,966,962,10595,1043,45920,78241,38593
8263:17,302,654,76,616,58,8,866,84,29
22568:17,302,654,395,393,4080,1949,104099,89817,94635
20473:17,533,306,1397,14268,61424,88713,49849,12132,74371
19832:790,418,21813,10567,25062,96492,59814,120456,77618,76168
6067:650,1220,86,1205,1231,924,7546,17978,33349,83172
13596:4697,348,375,3632,14003,6862,16604,107134,79497,72464
6062:17,302,654,76,616,58,8,866,84,29
19185:17,302,654,76,616,58,8,866,84,29
19184:17,302,654,76,616,58,8,866,84,29
8264:568,152,4834,16084,72351,44266,49040,63454,99596,115800
13584:650,1693,1220,220,244,15200,11307,45860,83426,100576
2907:190,591,1190,4919,86,7048,7409,543,10676,31318
49399:17,302,654,76,616,58,8,866,84,29
1850:616,394,2937,395,3431,10269,5787,7710,99047,27498
1854:1276,205,1220,86,1231,3929,2499,9597,25173,45258
1853:17,302,654,76,616,58,8,866,84,29
500:650,1276,1069,49,21171,23787,41233,32452,42096,102110
24695:17,302,654,76,616,58,8,866,84,29
19199:650,962,288,2223,4825,3006,25173,33244,26913,97786
19198:1208,2259,16956,23569,52370,49424,2095,46426,25382,38675
15809:5857,10316,1340,13312,12962,2724,10879,78302,41796,99885
35788:17,302,654,76,616,58,8,866,84,29
52078:17,302,654,76,616,58,8,866,84,29
8984:17,302,654,76,616,58,8,866,84,29
43049:238,1326,2880,135,2833,6678,28352,16867,87664,86460
9786:1276,86,7869,220,3006,6862,26421,37240,31908,40249
32936:17,302,654,76,616,58,8,866,84,29
23606:650,86,533,375,1435,4825,12536,11355,10138,118054
6843:650,1276,1205,7869,845,30230,36585,18108,11319,117291
41493:17,302,654,76,616,58,8,866,84,29
4702:277,14937,49097,4520,21704,71377,65028,41056,56653,19590
19814:17,302,654,76,616,58,8,866,84,29
35771:591,1937,596,1806,7166,1243,6026,20534,13287,17584
1883:650,1276,205,7869,4825,9210,2734,12632,80260,70761
52064:17,302,654,11146,4647,28759,27632,29874,36190,85001
36258:17,302,654,76,616,58,8,866,7851,59948
1890:273,199,1804,205,5287,220,3207,11666,28517,38907
1891:17,302,654,76,1460,2153,760,2351,43505,1777
8285:117,1866,21545,45145,14511,39108,104457,104478,27217,68216
20497:17,302,654,1091,175,6495,22108,79575,87034,17501
22546:1069,205,1220,244,2734,7546,7457,3989,7849,22335
20498:4542,86,3929,9210,7849,15487,8700,22518,50801,43350
19165:1086,1987,3039,4671,13347,14151,94961,54523,40429,22256
6851:86,7869,4825,2293,6862,7831,3378,11722,87286,77448
19163:2880,1206,8848,20806,7859,16174,7880,23884,27344,42688
8286:17,302,654,76,616,58,8,866,84,29
8287:311,2068,4347,17339,13255,344,11067,21132,71432,85150
15835:17,302,654,76,616,58,8,866,22867,42657
33525:2068,24156,21639,65099,69391,62715,46436,47466,53330,54949
33527:17,302,654,76,616,58,8,866,84,29
33528:17,302,654,76,616,58,8,8493,51952,121326
2924:650,244,9210,12776,4357,9657,10648,3232,16867,55516
49370:17,302,654,76,616,58,8,866,84,29
2925:17,302,11973,8819,54442,43927,3023,33385,82704,69237
28485:62,1451,998,143,11625,75791,18141,34131,106212,102295
28484:17,302,654,76,616,58,8,866,84,29
21082:262,2880,6379,5111,27291,12637,22266,110275,106092,86110
36261:17,302,654,76,616,58,8,866,84,29
41484:17,302,654,76,616,58,8,866,84,29
21080:17,182,244,21205,22934,61132,48819,86217,109293,109731
41483:650,3,205,86,7869,3190,50,17502,78653,122534
39694:17,302,654,76,13694,33545,19672,69150,42632,118073
39693:17,302,654,76,616,58,8,866,48900,18901
41485:1276,1693,962,1231,3006,15200,10300,23829,47837,116005
21084:103,1960,1701,20959,21144,15424,26909,61108,45942,70555
36268:17,302,654,76,616,58,8,2547,58227,26628
1880:17,899,947,48,875,3235,4420,6397,15242,50668
6031:17,302,654,76,616,58,6974,5970,112723,14642
8270:12776,5812,9505,49046,65161,21275,102094,81158,66116,24434
24673:105,3373,11467,15232,6664,15464,566,33212,42107,45163
19176:4481,66825,47551,114838,59178,41105,75452,4128,46316,21119
22533:17,302,654,76,616,58,8,866,84,29
19178:17,302,654,76,616,58,3850,23970,54807,119986
22538:650,1804,1220,1231,359,8231,5702,30303,31315,31813
8276:205,4542,86,3929,244,18062,7849,32825,98625,93114
19174:17,62,6040,35750,26587,13557,14785,48703,11715,23963
32953:17,302,654,76,616,58,8,866,84,29
33539:138,358,568,1276,510,117,13863,33985,35320,74430
32955:17,302,654,76,616,2566,10408,5270,120081,90289
32978:1002,2715,1568,8216,15809,8019,65666,90025,115784,53216
15725:669,2880,21771,36432,21836,87555,64076,26232,32794,91084
32977:17,302,654,76,616,58,8,866,84,29
15724:486,3795,5511,1829,13357,8649,6899,34077,35735,58471
30626:17,302,654,76,616,58,8,866,84,29
24777:1545,18613,28122,10575,41233,53779,9569,54405,43533,19078
38546:17,302,654,76,616,58,8,866,84,29
24775:20624,23688,44069,8064,58494,23019,84672,65271,114483,41831
30622:17,302,654,76,616,3440,69,1917,12597,17944
30621:650,262,1804,1451,4697,311,7546,15487,11588,23055
25036:17,302,654,76,616,58,8,866,84,29
17688:650,3,4542,1131,5176,2499,9657,43310,11326,22518
17689:45,4697,3006,2499,2316,7849,39410,34508,8354,73428
4618:736,119,2162,4364,3184,8058,27018,31423,98625,82980
18491:8,301,1451,1208,2715,1254,387,176,2582,63611
32986:17,302,654,76,616,58,8,866,84,29
42278:17,302,654,76,616,58,8,866,84,29
15737:650,238,840,2068,2223,1991,3937,15772,15556,68937
30617:1276,348,1384,3736,3613,6862,1739,45309,20325,17235
32982:17,302,654,76,616,58,8,866,84,29
18496:1069,9657,10648,19712,17112,22159,49564,78340,99502,46918
32984:17,564,2337,347,5292,802,1682,7821,26358,76849
24786:17,302,654,76,616,58,8,866,84,29
30610:17,302,654,76,616,58,8,866,84,46675
17695:15,205,699,25712,25181,14715,76052,21608,8931,66094
37480:2583,2064,1803,24698,11985,54703,32348,9794,26414,56600
25021:17,302,654,76,616,58,8,866,84,29
42270:17,302,654,76,616,58,8,866,84,29
19094:1065,535,4513,2028,13031,17110,28396,44838,87430,102059
19097:76,15442,11887,3850,18580,29636,54866,21443,57999,99357
19095:1276,4542,86,7869,220,4825,8700,14546,77259,27041
13602:4542,220,3929,244,2499,18062,18057,34508,79469,65161
19096:262,2068,1435,135,3613,4357,15772,20411,10905,46903
21912:262,162,4697,2068,2073,1701,20959,15424,61108,113506
44515:17,302,654,76,616,58,8,866,84,29
31405:17,302,654,76,616,58,8,866,84,29
13607:650,1220,86,1205,1231,924,7546,17978,33349,83172
35688:17,302,654,76,616,58,8,866,84,29
24750:205,533,9210,9657,601,3188,14031,90199,119691,101406
4640:17,29,361,327,65,1023,4755,3249,714,114590
43799:17,302,654,76,616,58,8,866,84,29
4641:21524,17145,51468,42153,29409,36346,78966,56617,75684,23324
32994:17,302,654,76,616,58,8,866,84,29
4633:1121,18150,31670,68787,81381,8977,59931,21206,30597,120913
4637:9363,40596,54878,35703,95591,8764,86608,64071,40992,95002
25011:2733,5346,4195,16043,35327,113023,105718,73341,68425,96758
21908:201,10071,3939,1387,38402,21537,5618,26308,40985,122210
13613:205,1220,962,86,3929,17769,17502,32170,78653,122534
15752:1276,1476,4697,4542,4816,8231,3378,25777,42232,78740
13618:17,302,654,76,616,58,8,866,84,29
25004:17,302,654,76,616,58,8,866,84,29
17671:1276,220,244,2655,9210,6862,9885,36348,46723,85488
35691:17,302,654,76,616,58,8,866,84,29
25000:1276,1693,4542,1231,3006,2499,4466,10300,23829,47837
35690:17,302,654,76,616,58,8,866,84,29
24731:17,302,654,76,616,58,8,866,322,34379
11222:2275,3578,17726,36943,60527,103547,43463,68966,89190,55847
17642:17,302,654,76,616,58,8,866,84,29
21149:17,616,6,1937,3223,3841,1357,10012,6130,27460
21148:262,2223,2995,7994,14352,4726,78582,47721,35878,93709
21932:17,302,654,76,616,58,8,866,84,29
16896:45,1804,348,6943,5812,21469,18463,76092,18108,98900
21931:29,9745,6102,30330,13186,1761,33218,18792,39958,94897
21934:17,302,654,76,616,58,8,866,84,29
16898:17,302,654,76,616,58,8,23768,8677,78387
21933:262,205,3190,14508,52680,36807,37592,52872,71998,111223
31462:3214,5363,3613,7146,990,3232,11326,12886,24885,49595
11228:1131,1205,375,4481,6315,10536,13881,29311,52521,72378
25070:162,901,103,4816,317,2088,6546,35768,20325,73644
41424:650,3,1220,1231,2223,2655,5363,5702,15517,46723
16890:650,1220,962,86,140,244,9319,18613,33676,18598
16891:17,302,654,76,616,58,8,866,84,29
15760:493,7059,8543,19056,18056,30301,3067,132,31938,15433
25076:81,262,2139,1276,660,11242,19377,9439,41145,79295
21140:650,162,45,1804,1476,1937,3223,966,6996,1541
43766:45,1131,535,11,375,2068,6379,18353,55280,57954
4651:1545,18613,28122,10575,41233,53779,9569,54405,43533,19078
17653:17,302,654,76,616,58,8,866,84,29
25069:17,302,654,76,616,58,8,866,84,29
31475:17,302,654,76,12888,98985,41823,55967,29406,46671
15774:17,302,654,76,616,58,8,866,84,29
13633:1804,3,66,2868,3824,6545,5605,50,14581,36248
13634:17,302,654,76,616,58,8,866,84,29
28414:17,302,654,76,616,58,8,866,84,29
9711:17,302,654,6720,6432,90937,89916,36868,88297,36887
13632:1451,1131,8700,65260,50040,24236,100313,62698,102392,86123
24748:17,782,30143,3392,34287,58383,15259,73171,109596,22162
15773:650,1276,1476,86,2073,6548,71778,118565,66524,53179
4642:205,1220,4542,86,12776,30301,11307,12886,4682,43835
21151:205,1220,4542,3214,5176,15487,12886,30959,44128,96041
41430:1069,1693,3929,3006,5812,76092,11734,9569,60761,80397
19882:4996,4049,24763,6384,7296,33670,12555,74026,98428,42471
48757:17,302,654,76,4755,4825,10041,3172,6434,10977
48758:17,302,654,76,616,58,8,866,84,29
17620:17,302,654,76,616,58,8,866,84,29
25059:17,302,654,76,616,58,8,866,84,29
19881:6142,13597,43117,25156,98550,92840,9441,121706,55792,23170
30647:76,5693,14404,20416,41636,41386,80521,90360,18758,74238
19887:17,302,654,76,616,58,8,866,84,29
21120:1276,3929,3006,2499,6700,8012,11677,83175,49006,60761
22497:17,302,654,76,616,58,8,866,84,29
4682:10595,6690,46415,1015,82095,24917,43598,25615,31813,77863
28404:1276,205,4542,7869,5702,18108,82539,56534,86963,80195
28402:1112,70920,24464,2832,62680,32928,29826,50969,102742,121313
28403:650,1276,3,4542,220,288,3214,2499,6026,22724
9722:162,103,1804,86,6157,6943,3563,1541,1739,27024
13643:17,302,654,76,616,5738,19975,6839,19062,15479
24715:17,302,654,76,616,58,8,866,84,29
31445:17,302,654,76,616,58,8,866,84,29
15782:17,302,654,76,616,58,8,866,84,29
28401:17,302,654,76,616,58,8,866,84,29
41402:385,4825,1206,8848,7859,16174,7880,9623,43150,23636
41401:650,205,1220,4542,4181,86,1231,30101,32815,13529
22492:205,1693,1220,4542,3214,5176,15487,12886,44128,96041
17626:17,302,654,76,616,58,8,866,84,29
22493:17,302,654,76,616,58,8,866,84,29
17625:1131,535,311,4825,63391,3765,75040,36922,114301,46181
17624:205,533,9210,9657,601,3188,14031,90199,119691,101406
11211:17,302,654,76,616,58,8,866,84,29
21941:17,302,654,76,616,16229,5587,2559,20300,2142
18433:17,302,654,76,616,58,8,866,84,29
43748:4181,535,11,3632,18062,12632,7497,3589,16480,82394
19893:650,45,3,1937,3223,2868,1435,6157,10600,5176
43749:17,302,654,76,616,58,7347,37143,117624,80367
24725:17,302,654,76,616,58,8,866,84,29
